Rank,name,Strategy,Asset,Timeframe,Initial_Capital_USD,Final_Capital_USD,Net_Profit_USD,ROI_per_annum,ROI_Percent,Total_Trades,Winning_Trades,Losing_Trades,Win_Rate_Percent,Profit_Factor,Sharpe_Ratio,Avg_Trade_Percent,Gross_DD_Percent,Net_DD_Percent,Capital_At_Net_DD,Performance_Grade,Deployment_Status,Score,Data_Source,Time_Period,Time_Start,Time_End,Fees_Exchange,Candle_Period,Parameters
136,Breakout_Cluster,"Breakout_20, Volume_Spike, EMA_Cross, MACD_Cross",XRPUSDT,1h,10000,7192.96,-2807.04,-5.16,-28.07,1019,285,734,27.97,0.98,1.11,0.1621,68.88,49.03,5097.04,D,Monitor,6.94,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.0%, TP=15.0%, TS=2.5%"
137,Trend_All_Confirm,"Trend_MA50, EMA_Cross, ADX_Trend, Supertrend, MACD_Cross",LINKUSDT,1h,10000,6961.99,-3038.01,-5.66,-30.38,811,173,638,21.33,1.0,1.23,0.3611,95.03,40.83,5917.36,D,Monitor,4.22,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=5.0%, TP=15.0%, TS=3.0%"
138,Volume_Confirm,"Volume_Spike, Breakout_20, Supertrend, ADX_Trend",SOLUSDT,1h,10000,6934.39,-3065.61,-6.32,-30.66,1530,435,1095,28.43,1.0,1.69,0.314,95.08,72.63,2737.37,D,Monitor,6.23,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,1h,"SL=4.0%, TP=10.0%, TS=3.0%"
139,Supertrend_BB_Entry,"Supertrend, BB_Lower, EMA_Cross, MACD_Cross, RSI_Oversold",LINKUSDT,1h,10000,6659.39,-3340.61,-6.33,-33.41,547,73,474,13.35,0.98,0.73,0.2003,77.7,39.48,6052.01,D,Monitor,0.43,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=3.0%, TP=15.0%, TS=1.5%"
140,Volume_Confirm,"Volume_Spike, Breakout_20, Supertrend, ADX_Trend",LINKUSDT,1h,10000,6230.14,-3769.86,-7.33,-37.7,1386,402,984,29.0,1.0,1.54,0.2927,94.35,45.43,5457.35,D,Monitor,3.59,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=4.0%, TP=10.0%, TS=3.0%"
141,Breakout_Cluster,"Breakout_20, Volume_Spike, EMA_Cross, MACD_Cross",DOTUSDT,1h,10000,6273.4,-3726.6,-8.01,-37.27,963,277,686,28.76,0.97,0.97,0.1448,72.84,49.12,5088.47,D,Monitor,3.45,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,1h,"SL=2.0%, TP=15.0%, TS=2.5%"
142,ADX_Stochastic_VWAP,"ADX_Trend, Stochastic, VWAP, BB_Lower, Volume_Spike",SOLUSDT,1h,10000,5872.07,-4127.93,-9.06,-41.28,1245,277,968,22.25,0.98,1.24,0.1946,70.89,51.34,4866.24,D,Monitor,0.0,Binance Spot,2020-08-11 to 2026-03-20,2020-08-11,2026-03-20,0.1%,1h,"SL=1.5%, TP=10.0%, TS=1.5%"
143,MACD_Trend_Strength,"MACD_Cross, Trend_MA50, ADX_Trend, EMA_Cross, Volume_Spike",DOTUSDT,1h,10000,5852.22,-4147.78,-9.15,-41.48,904,265,639,29.31,0.99,0.96,0.1801,88.87,49.35,5064.96,D,Monitor,2.07,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,1h,"SL=3.0%, TP=15.0%, TS=2.5%"
144,Breakout_Confirmation,"Breakout_20, Supertrend, MACD_Cross",XRPUSDT,1h,10000,5484.66,-4515.34,-9.21,-45.15,1460,339,1121,23.22,0.99,1.47,0.256,87.39,58.76,4123.87,D,Monitor,-1.2,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.0%, TP=10.0%, TS=2.5%"
145,Breakout_Confirmation,"Breakout_20, Supertrend, MACD_Cross",XRPUSDT,1h,10000,5484.66,-4515.34,-9.21,-45.15,1460,339,1121,23.22,0.99,1.47,0.256,87.39,58.76,4123.87,D,Monitor,-1.2,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.0%, TP=10.0%, TS=2.0%"
146,Breakout_Multi_Signal,"Breakout_20, Volume_Spike, EMA_Cross, MACD_Cross, Supertrend",DOTUSDT,1h,10000,5590.68,-4409.32,-9.89,-44.09,538,98,440,18.22,0.99,0.74,0.2451,95.39,44.09,5590.68,D,Monitor,-2.27,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,1h,"SL=2.5%, TP=15.0%, TS=2.5%"
147,Breakout_Multi_Signal,"Breakout_20, Volume_Spike, EMA_Cross, MACD_Cross, Supertrend",LINKUSDT,1h,10000,5061.58,-4938.42,-10.37,-49.38,641,116,525,18.1,0.99,0.8,0.2399,92.93,49.38,5061.58,D,Monitor,-4.43,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.5%, TP=15.0%, TS=2.5%"
148,Stochastic_Trend_MACD,"Stochastic, Trend_MA50, MACD_Cross, EMA_Cross, ADX_Trend",DOTUSDT,1h,10000,5240.52,-4759.48,-10.93,-47.59,821,243,578,29.6,0.99,0.82,0.166,90.86,55.68,4431.79,D,Monitor,-0.3,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,1h,"SL=2.5%, TP=15.0%, TS=2.5%"
149,Trend_Follower_Multi,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",AVAXUSDT,1h,10000,5073.03,-4926.97,-11.63,-49.27,1666,388,1278,23.29,0.99,1.42,0.1943,87.49,55.3,4469.68,D,Monitor,-2.85,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.5%"
150,Volume_Trend_ADX,"Volume_Spike, Trend_MA50, ADX_Trend, EMA_Cross, MACD_Cross",DOTUSDT,1h,10000,4920.23,-5079.77,-11.93,-50.8,871,263,608,30.2,0.98,0.84,0.1654,90.69,56.56,4344.16,D,Monitor,-1.42,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,1h,"SL=4.0%, TP=15.0%, TS=3.0%"
151,Supertrend_BB_Entry,"Supertrend, BB_Lower, EMA_Cross, MACD_Cross, RSI_Oversold",LTCUSDT,1h,10000,4254.36,-5745.64,-12.84,-57.46,472,62,410,13.14,0.94,0.3,0.0868,86.9,57.46,4254.36,D,Monitor,-9.6,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=3.0%, TP=15.0%, TS=1.5%"
152,Breakout_Multi_Signal,"Breakout_20, Volume_Spike, EMA_Cross, MACD_Cross, Supertrend",XRPUSDT,1h,10000,4079.64,-5920.36,-13.43,-59.2,510,94,416,18.43,0.96,0.56,0.1964,88.65,67.33,3266.93,D,Monitor,-8.55,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.5%, TP=15.0%, TS=2.5%"
153,Breakout_Cluster,"Breakout_20, Volume_Spike, EMA_Cross, MACD_Cross",LTCUSDT,1h,10000,3765.99,-6234.01,-14.54,-62.34,1080,320,760,29.63,0.96,0.65,0.0816,86.31,65.75,3425.48,D,Monitor,-6.43,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.0%, TP=15.0%, TS=2.5%"
154,High_Profit_Trade,"EMA_Cross, MACD_Cross, ADX_Trend, Supertrend, VWAP, Trend_MA50",XRPUSDT,1h,10000,3404.31,-6595.69,-15.91,-65.96,1161,126,1035,10.85,0.97,0.91,0.1597,90.38,68.68,3132.26,D,Monitor,-13.38,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.0%"
155,Golden_Cross_Pro,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",AVAXUSDT,1h,10000,3829.84,-6170.16,-16.04,-61.7,1533,395,1138,25.77,0.99,1.24,0.1874,91.8,66.3,3369.57,D,Monitor,-7.1,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,1h,"SL=2.0%, TP=15.0%, TS=2.0%"
156,Ultimate_Entry,"EMA_Cross, MACD_Cross, RSI_Oversold, Supertrend, ADX_Trend, VWAP, Trend_MA50, Volume_Spike",LINKUSDT,1h,10000,3295.42,-6704.58,-16.35,-67.05,815,132,683,16.2,0.99,0.73,0.182,96.09,67.05,3295.42,D,Monitor,-12.06,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=3.0%, TP=15.0%, TS=2.0%"
157,Breakout_Confirmation,"Breakout_20, Supertrend, MACD_Cross",LINKUSDT,1h,10000,3288.55,-6711.45,-16.38,-67.11,1891,439,1452,23.22,0.99,1.49,0.2113,94.95,70.65,2934.54,D,Monitor,-9.97,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.0%, TP=10.0%, TS=2.5%"
158,Breakout_Confirmation,"Breakout_20, Supertrend, MACD_Cross",LINKUSDT,1h,10000,3288.55,-6711.45,-16.38,-67.11,1891,439,1452,23.22,0.99,1.49,0.2113,94.95,70.65,2934.54,D,Monitor,-9.97,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.0%, TP=10.0%, TS=2.0%"
159,EMA_Break_Momentum,"EMA_Cross, Breakout_20, MACD_Cross, ADX_Trend",DOTUSDT,1h,10000,3546.25,-6453.75,-16.94,-64.54,1121,358,763,31.94,0.98,0.79,0.1223,94.23,67.76,3224.46,D,Monitor,-6.41,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,1h,"SL=3.0%, TP=15.0%, TS=2.5%"
160,Aggressive_Growth,"EMA_Cross, MACD_Cross, Volume_Spike, Breakout_20, ADX_Trend, VWAP",LINKUSDT,1h,10000,3094.87,-6905.13,-17.19,-69.05,880,220,660,25.0,0.99,0.84,0.2167,97.03,70.69,2930.83,D,Monitor,-10.22,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=4.0%, TP=15.0%, TS=3.0%"
161,Volume_Confirm,"Volume_Spike, Breakout_20, Supertrend, ADX_Trend",ADAUSDT,1h,10000,3061.78,-6938.22,-17.33,-69.38,1179,332,847,28.16,0.99,1.09,0.2285,97.83,71.16,2884.27,D,Monitor,-9.37,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=4.0%, TP=10.0%, TS=3.0%"
162,Aggressive_Growth,"EMA_Cross, MACD_Cross, Volume_Spike, Breakout_20, ADX_Trend, VWAP",ADAUSDT,1h,10000,2822.84,-7177.16,-18.41,-71.77,831,208,623,25.03,0.99,0.7,0.1796,97.05,71.82,2818.46,D,Monitor,-11.32,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=4.0%, TP=15.0%, TS=3.0%"
163,EMA_Break_Momentum,"EMA_Cross, Breakout_20, MACD_Cross, ADX_Trend",LTCUSDT,1h,10000,2798.4,-7201.6,-18.52,-72.02,1193,393,800,32.94,0.96,0.64,0.0871,92.02,73.43,2656.54,D,Monitor,-9.29,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=3.0%, TP=15.0%, TS=2.5%"
164,High_Momentum_Entry,"EMA_Cross, MACD_Cross, Volume_Spike, ADX_Trend, Breakout_20",LTCUSDT,1h,10000,2614.22,-7385.78,-19.41,-73.86,802,215,587,26.81,0.95,0.06,0.0089,92.76,75.16,2484.02,D,Monitor,-12.02,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.5%"
165,Breakout_ADX_Pro,"Breakout_20, ADX_Trend, Volume_Spike, EMA_Cross, MACD_Cross",LTCUSDT,1h,10000,2614.22,-7385.78,-19.41,-73.86,802,215,587,26.81,0.95,0.06,0.0089,92.76,75.16,2484.02,D,Monitor,-12.02,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.5%"
166,Breakout_EMA_ADX_VWAP,"Breakout_20, EMA_Cross, ADX_Trend, VWAP, Volume_Spike",LINKUSDT,1h,10000,2568.79,-7431.21,-19.64,-74.31,953,191,762,20.04,0.99,0.68,0.1489,97.77,77.83,2217.06,D,Monitor,-13.83,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=5.0%, TP=15.0%, TS=2.0%"
167,Volume_All_Confirm,"Volume_Spike, EMA_Cross, MACD_Cross, ADX_Trend, Supertrend, VWAP",LINKUSDT,1h,10000,2394.45,-7605.55,-20.54,-76.06,949,157,792,16.54,0.99,0.74,0.1754,97.58,76.06,2394.45,D,Monitor,-15.56,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=5.0%, TP=15.0%, TS=2.0%"
168,Trend_All_Confirm,"Trend_MA50, EMA_Cross, ADX_Trend, Supertrend, MACD_Cross",AVAXUSDT,1h,10000,2811.1,-7188.9,-20.64,-71.89,870,179,691,20.57,0.99,0.91,0.2621,96.31,75.9,2409.59,D,Monitor,-12.72,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,1h,"SL=5.0%, TP=15.0%, TS=3.0%"
169,ADX_Stochastic_VWAP,"ADX_Trend, Stochastic, VWAP, BB_Lower, Volume_Spike",LINKUSDT,1h,10000,2359.76,-7640.24,-20.72,-76.4,1271,284,987,22.34,0.98,0.72,0.1063,96.94,79.1,2089.57,D,Monitor,-14.04,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=10.0%, TS=1.5%"
170,ADX_Stochastic_VWAP,"ADX_Trend, Stochastic, VWAP, BB_Lower, Volume_Spike",LTCUSDT,1h,10000,2343.39,-7656.61,-20.81,-76.57,791,225,566,28.45,0.96,0.12,0.0206,94.31,79.84,2016.25,D,Monitor,-12.48,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=10.0%, TS=1.5%"
171,Aggressive_Growth,"EMA_Cross, MACD_Cross, Volume_Spike, Breakout_20, ADX_Trend, VWAP",XRPUSDT,1h,10000,2255.26,-7744.74,-21.3,-77.45,749,184,565,24.57,0.96,0.54,0.1496,95.05,79.76,2024.5,D,Monitor,-14.02,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=4.0%, TP=15.0%, TS=3.0%"
172,ADX_Stochastic_VWAP,"ADX_Trend, Stochastic, VWAP, BB_Lower, Volume_Spike",ADAUSDT,1h,10000,2228.39,-7771.61,-21.45,-77.72,1078,261,817,24.21,0.98,0.49,0.0793,95.21,79.17,2082.52,D,Monitor,-14.07,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=10.0%, TS=1.5%"
173,Volume_Confirm,"Volume_Spike, Breakout_20, Supertrend, ADX_Trend",LTCUSDT,1h,10000,2177.58,-7822.42,-21.74,-78.22,988,281,707,28.44,0.97,0.73,0.1645,93.38,79.53,2046.68,D,Monitor,-13.03,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=4.0%, TP=10.0%, TS=3.0%"
174,Aggressive_Growth,"EMA_Cross, MACD_Cross, Volume_Spike, Breakout_20, ADX_Trend, VWAP",LTCUSDT,1h,10000,1935.53,-8064.47,-23.21,-80.64,756,213,543,28.17,0.96,0.2,0.0449,94.79,81.8,1819.87,D,Monitor,-14.21,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=4.0%, TP=15.0%, TS=3.0%"
175,Breakout_EMA_ADX_VWAP,"Breakout_20, EMA_Cross, ADX_Trend, VWAP, Volume_Spike",LTCUSDT,1h,10000,1878.41,-8121.59,-23.58,-81.22,734,168,566,22.89,0.95,0.03,0.007,95.43,82.26,1774.3,D,Monitor,-16.13,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=5.0%, TP=15.0%, TS=2.0%"
176,Ultimate_Entry,"EMA_Cross, MACD_Cross, RSI_Oversold, Supertrend, ADX_Trend, VWAP, Trend_MA50, Volume_Spike",XRPUSDT,1h,10000,1853.67,-8146.33,-23.74,-81.46,719,113,606,15.72,0.95,0.35,0.0976,94.71,82.79,1720.8,D,Monitor,-18.33,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=3.0%, TP=15.0%, TS=2.0%"
177,Golden_Cross_Pro,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",DOTUSDT,1h,10000,2161.91,-7838.09,-23.98,-78.38,1342,373,969,27.79,0.97,0.65,0.0879,95.52,80.41,1958.61,D,Monitor,-13.27,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,1h,"SL=2.0%, TP=15.0%, TS=2.0%"
178,Breakout_Confirmation,"Breakout_20, Supertrend, MACD_Cross",LTCUSDT,1h,10000,1763.54,-8236.46,-24.35,-82.36,1335,303,1032,22.7,0.98,0.8,0.1346,95.64,83.45,1654.67,D,Monitor,-16.37,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.0%, TP=10.0%, TS=2.5%"
179,Breakout_Confirmation,"Breakout_20, Supertrend, MACD_Cross",LTCUSDT,1h,10000,1763.54,-8236.46,-24.35,-82.36,1335,303,1032,22.7,0.98,0.8,0.1346,95.64,83.45,1654.67,D,Monitor,-16.37,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.0%, TP=10.0%, TS=2.0%"
180,Volume_Confirm,"Volume_Spike, Breakout_20, Supertrend, ADX_Trend",DOTUSDT,1h,10000,2038.4,-7961.6,-24.78,-79.62,1135,319,816,28.11,0.99,0.87,0.1823,97.09,81.42,1857.94,D,Monitor,-13.53,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,1h,"SL=4.0%, TP=10.0%, TS=3.0%"
181,Trend_Follower_Multi,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",DOTUSDT,1h,10000,1954.92,-8045.08,-25.34,-80.45,1463,368,1095,25.15,0.98,0.65,0.0791,96.97,82.45,1754.57,D,Monitor,-14.85,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.5%"
182,Volume_All_Confirm,"Volume_Spike, EMA_Cross, MACD_Cross, ADX_Trend, Supertrend, VWAP",ADAUSDT,1h,10000,1596.66,-8403.34,-25.55,-84.03,875,139,736,15.89,0.98,0.45,0.1119,97.66,84.03,1596.66,D,Monitor,-19.01,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=5.0%, TP=15.0%, TS=2.0%"
183,Breakout_Multi_Signal,"Breakout_20, Volume_Spike, EMA_Cross, MACD_Cross, Supertrend",LTCUSDT,1h,10000,1565.08,-8434.92,-25.79,-84.35,492,86,406,17.48,0.94,-0.12,-0.042,94.47,84.35,1565.08,D,Monitor,-19.07,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.5%, TP=15.0%, TS=2.5%"
184,Breakout_EMA_ADX_VWAP,"Breakout_20, EMA_Cross, ADX_Trend, VWAP, Volume_Spike",ADAUSDT,1h,10000,1559.16,-8440.84,-25.84,-84.41,880,183,697,20.8,0.98,0.32,0.0716,97.93,84.43,1556.75,D,Monitor,-17.74,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=5.0%, TP=15.0%, TS=2.0%"
185,Volume_All_Confirm,"Volume_Spike, EMA_Cross, MACD_Cross, ADX_Trend, Supertrend, VWAP",LTCUSDT,1h,10000,1550.27,-8449.73,-25.9,-84.5,653,100,553,15.31,0.96,0.06,0.0154,96.38,84.5,1550.27,D,Monitor,-19.58,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=5.0%, TP=15.0%, TS=2.0%"
186,High_Profit_Trade,"EMA_Cross, MACD_Cross, ADX_Trend, Supertrend, VWAP, Trend_MA50",AVAXUSDT,1h,10000,1792.72,-8207.28,-26.88,-82.07,1320,145,1175,10.98,0.95,0.74,0.1242,93.53,83.41,1659.05,D,Monitor,-20.02,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.0%"
187,Breakout_Confirmation,"Breakout_20, Supertrend, MACD_Cross",ADAUSDT,1h,10000,1234.23,-8765.77,-28.57,-87.66,1660,367,1293,22.11,0.99,0.91,0.1372,98.21,88.19,1180.78,D,Monitor,-18.56,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.0%, TP=10.0%, TS=2.5%"
188,Breakout_Confirmation,"Breakout_20, Supertrend, MACD_Cross",ADAUSDT,1h,10000,1234.23,-8765.77,-28.57,-87.66,1660,367,1293,22.11,0.99,0.91,0.1372,98.21,88.19,1180.78,D,Monitor,-18.56,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.0%, TP=10.0%, TS=2.0%"
189,Golden_Cross_Pro,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",LTCUSDT,1h,10000,1165.83,-8834.17,-29.22,-88.34,1413,395,1018,27.95,0.96,0.3,0.0368,96.57,89.19,1080.85,D,Monitor,-17.37,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.0%, TP=15.0%, TS=2.0%"
190,Volume_All_Confirm,"Volume_Spike, EMA_Cross, MACD_Cross, ADX_Trend, Supertrend, VWAP",XRPUSDT,1h,10000,1121.63,-8878.37,-29.66,-88.78,780,123,657,15.77,0.93,0.19,0.0507,95.11,89.71,1028.52,D,Monitor,-21.43,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=5.0%, TP=15.0%, TS=2.0%"
191,High_Profit_Trade,"EMA_Cross, MACD_Cross, ADX_Trend, Supertrend, VWAP, Trend_MA50",DOTUSDT,1h,10000,1344.95,-8655.05,-30.18,-86.55,1079,110,969,10.19,0.95,0.24,0.0411,95.42,86.77,1322.88,D,Monitor,-22.09,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.0%"
192,Ultimate_Entry,"EMA_Cross, MACD_Cross, RSI_Oversold, Supertrend, ADX_Trend, VWAP, Trend_MA50, Volume_Spike",AVAXUSDT,1h,10000,1237.57,-8762.43,-31.66,-87.62,764,120,644,15.71,0.93,0.19,0.0507,94.66,87.62,1237.57,D,Monitor,-21.03,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,1h,"SL=3.0%, TP=15.0%, TS=2.0%"
193,Trend_All_Confirm,"Trend_MA50, EMA_Cross, ADX_Trend, Supertrend, MACD_Cross",DOTUSDT,1h,10000,1046.96,-8953.04,-33.24,-89.53,707,137,570,19.38,0.98,0.17,0.05,98.85,90.4,960.0,D,Monitor,-20.19,Binance Spot,2020-08-18 to 2026-03-20,2020-08-18,2026-03-20,0.1%,1h,"SL=5.0%, TP=15.0%, TS=3.0%"
194,Volume_Trend_ADX,"Volume_Spike, Trend_MA50, ADX_Trend, EMA_Cross, MACD_Cross",LTCUSDT,1h,10000,785.88,-9214.12,-33.57,-92.14,962,273,689,28.38,0.94,-0.28,-0.0479,97.21,92.46,753.56,D,Monitor,-18.98,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=4.0%, TP=15.0%, TS=3.0%"
195,Ultimate_Entry,"EMA_Cross, MACD_Cross, RSI_Oversold, Supertrend, ADX_Trend, VWAP, Trend_MA50, Volume_Spike",LTCUSDT,1h,10000,720.74,-9279.26,-34.49,-92.79,611,89,522,14.57,0.94,-0.5,-0.1409,97.93,92.79,720.74,D,Monitor,-23.38,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=3.0%, TP=15.0%, TS=2.0%"
196,High_Profit_Trade,"EMA_Cross, MACD_Cross, ADX_Trend, Supertrend, VWAP, Trend_MA50",LTCUSDT,1h,10000,704.8,-9295.2,-34.73,-92.95,1037,102,935,9.84,0.95,-0.23,-0.0384,97.8,92.95,704.8,D,Monitor,-24.76,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.0%"
197,Breakout_EMA_ADX_VWAP,"Breakout_20, EMA_Cross, ADX_Trend, VWAP, Volume_Spike",XRPUSDT,1h,10000,694.55,-9305.45,-34.88,-93.05,847,158,689,18.65,0.93,-0.11,-0.0256,97.61,93.77,623.48,D,Monitor,-22.36,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=5.0%, TP=15.0%, TS=2.0%"
198,Aggressive_Growth,"EMA_Cross, MACD_Cross, Volume_Spike, Breakout_20, ADX_Trend, VWAP",AVAXUSDT,1h,10000,939.0,-9061.0,-35.01,-90.61,861,214,647,24.85,0.95,0.22,0.0549,97.99,91.06,893.65,D,Monitor,-19.31,Binance Spot,2020-09-22 to 2026-03-20,2020-09-22,2026-03-20,0.1%,1h,"SL=4.0%, TP=15.0%, TS=3.0%"
199,MACD_Trend_Strength,"MACD_Cross, Trend_MA50, ADX_Trend, EMA_Cross, Volume_Spike",LTCUSDT,1h,10000,626.63,-9373.37,-35.95,-93.73,1016,275,741,27.07,0.92,-0.42,-0.0674,97.37,93.99,600.86,D,Monitor,-20.16,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=3.0%, TP=15.0%, TS=2.5%"
200,Stochastic_Trend_MACD,"Stochastic, Trend_MA50, MACD_Cross, EMA_Cross, ADX_Trend",LTCUSDT,1h,10000,587.06,-9412.94,-36.62,-94.13,924,255,669,27.6,0.91,-0.63,-0.1056,97.59,94.35,565.06,D,Monitor,-20.25,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=2.5%, TP=15.0%, TS=2.5%"
201,Trend_Follower_Multi,"EMA_Cross, MACD_Cross, ADX_Trend, Trend_MA50",LTCUSDT,1h,10000,575.92,-9424.08,-36.81,-94.24,1549,391,1158,25.24,0.95,-0.07,-0.0075,98.43,94.6,540.3,D,Monitor,-20.61,Binance Spot,2019-12-31 to 2026-03-20,2019-12-31,2026-03-20,0.1%,1h,"SL=1.5%, TP=15.0%, TS=1.5%"
